id,kode,nama,biaya_panggilan_id
63627,62.03.15.2008,Tanjung Rendan,
63628,62.03.15.2009,Jakatan Masaha,
63629,62.03.15.2010,Masupa Ria,
63630,62.03.16,Dadahup,
63631,62.03.16.2001,Dadahup,
63632,62.03.16.2002,Tambak Bajai,
63633,62.03.16.2003,Bina Jaya,
63634,62.03.16.2004,Harapan Baru,
63635,62.03.16.2005,Bentuk Jaya,
63636,62.03.16.2006,Sumber Agung,
63637,62.03.16.2007,Petak Batuah,
63638,62.03.16.2008,Manuntung,
63639,62.03.16.2009,Sumber Alaska,
63640,62.03.16.2010,Menteng Karya,
63641,62.03.16.2011,Tanjung Harapan,
63642,62.03.16.2012,Kahuripan Permai,
63643,62.03.16.2013,Dadahup Raya,
63644,62.03.17,Bataguh,
63645,62.03.17.1001,Pulau Kupang,
63646,62.03.17.2002,Pulau Mambulau,
63647,62.03.17.2003,Sei Lunuk,
63648,62.03.17.2004,Sei Jangkit,
63649,62.03.17.2005,Tamban Luar,
63650,62.03.17.2006,Terusan Raya,
63651,62.03.17.2007,Terusan Karya,
63652,62.03.17.2008,Terusan Makmur,
63653,62.03.17.2009,Terusan Mulya,
63654,62.03.17.2010,Bamban Raya,
63655,62.03.17.2011,Bangun Harjo,
63656,62.03.17.2012,Terusan Baguntan Raya,
63657,62.03.17.2013,Terusan Raya Barat,
63658,62.03.17.2014,Terusan Raya Hulu,
63659,62.03.17.2015,Budi Mufakat,
63660,62.04,KAB. BARITO SELATAN,
63661,62.04.01,Jenamas,
63662,62.04.01.1003,Rantau Kujang,
63663,62.04.01.2001,Tampulang,
63664,62.04.01.2002,Rantau Bahuang,
63665,62.04.01.2004,Rangga Ilung,
63666,62.04.01.2005,Tabatan,
63667,62.04.02,Dusun Hilir,
63668,62.04.02.1003,Mengkatip,
63669,62.04.02.2001,Sungai Jaya,
63670,62.04.02.2002,Mahajandau,
63671,62.04.02.2004,Kalanis,
63672,62.04.02.2005,Lehai,
63673,62.04.02.2006,Damparan,
63674,62.04.02.2007,Teluk Timbau,
63675,62.04.02.2008,Batilap,
63676,62.04.02.2009,Batampang,
63677,62.04.02.2010,Mangkatir,
63678,62.04.03,Karau Kuala,
63679,62.04.03.1002,Bangkuang,
63680,62.04.03.2001,Salat Baru,
63681,62.04.03.2003,Teluk Betung,
63682,62.04.03.2004,Babai,
63683,62.04.03.2005,Janggi,
63684,62.04.03.2006,Malitin,
63685,62.04.03.2007,Muara Arai,
63686,62.04.03.2008,Talio,
63687,62.04.03.2009,Tampijak,
63688,62.04.03.2010,Bintang Kurung,
63689,62.04.03.2011,Teluk Sampudau,
63690,62.04.04,Dusun Utara,
63691,62.04.04.1005,Pendang,
63692,62.04.04.2001,Sungai Telang,
63693,62.04.04.2002,Majundre,
63694,62.04.04.2003,Bundar,
63695,62.04.04.2004,Talekoi,
63696,62.04.04.2006,Marawan Lama,
63697,62.04.04.2007,Marawan Baru,
63698,62.04.04.2008,Reong,
63699,62.04.04.2009,Tarusan,
63700,62.04.04.2010,Panarukan,
63701,62.04.04.2011,Maruga,
63702,62.04.04.2012,Hingan,
63703,62.04.04.2013,Danau Bambure,
63704,62.04.04.2014,Tamparak,
63705,62.04.04.2015,Hulu Tampang,
63706,62.04.04.2016,Bantai Bambure,
63707,62.04.04.2017,Rampa Mea,
63708,62.04.04.2018,Gunung Rantau,
63709,62.04.04.2019,Tamparak Layung,
63710,62.04.05,Gn. Bintang Awai,
63711,62.04.05.2001,Baruang,
63712,62.04.05.2002,Kayumban,
63713,62.04.05.2003,Tabak Kanilan,
63714,62.04.05.2004,Sarimbuah,
63715,62.04.05.2005,Gagutur,
63716,62.04.05.2006,Muka Haji,
63717,62.04.05.2007,Sire,
63718,62.04.05.2008,Muara Singan,
63719,62.04.05.2009,Patas I,
63720,62.04.05.2010,Patas II,
63721,62.04.05.2011,Bintang Ara,
63722,62.04.05.2012,Ugang Sayu,
63723,62.04.05.2013,Ngurit,
63724,62.04.05.2014,Wungkur Baru,
63725,62.04.05.2015,Bipak Kali,
63726,62.04.05.2016,Malungai Raya,
63727,62.04.05.2017,Sei Paken,
63728,62.04.05.2018,Palu Rejo,
63729,62.04.05.2019,Wayun,
63730,62.04.05.2020,Marga Jaya,
63731,62.04.05.2021,Ruhing Raya,
63732,62.04.06,Dusun Selatan,
63733,62.04.06.1006,Jelapat,
63734,62.04.06.1007,Hilir Seper,
63735,62.04.06.1008,Buntok Kota,
63736,62.04.06.2001,Danau Ganting,
63737,62.04.06.2002,Muara Talang,
63738,62.04.06.2003,Teluk Telaga,
63739,62.04.06.2004,Baru,
63740,62.04.06.2005,Danau Sadar,
63741,62.04.06.2009,Pamait,
63742,62.04.06.2010,Sababilah,
63743,62.04.06.2011,Mangaris,
63744,62.04.06.2012,Tetei Lanan,
63745,62.04.06.2013,Pamangka,
63746,62.04.06.2014,Sanggu,
63747,62.04.06.2015,Lembeng,
63748,62.04.06.2016,Muara Ripung,
63749,62.04.06.2017,Madara,
63750,62.04.06.2018,Murung Paken,
63751,62.04.06.2019,Mabuan,
63752,62.04.06.2020,Kalahien,
63753,62.04.06.2021,Penda Asam,
63754,62.04.06.2022,Pararapak,
63755,62.04.06.2023,Teluk Mampun,
63756,62.04.06.2024,Tanjung Jawa,
63757,62.04.06.2025,Telang Andrau,
63758,62.04.06.2026,Dangka,
63759,62.04.06.2027,Danau Masura,
63760,62.05,KAB. BARITO UTARA,
63761,62.05.01,Montallat,
63762,62.05.01.1001,Montallat I,
63763,62.05.01.1002,Montallat II,
63764,62.05.01.1003,Tumpung Laung I,
63765,62.05.01.1004,Tumpung Laung II,
63766,62.05.01.2005,Sikan,
63767,62.05.01.2006,Rubei,
63768,62.05.01.2007,Pepas,
63769,62.05.01.2008,Ruji,
63770,62.05.01.2009,Paring Lahung,
63771,62.05.01.2010,Kamawen,
63772,62.05.02,Gunung Timang,
63773,62.05.02.2001,Malungai,
63774,62.05.02.2002,Rarawa,
63775,62.05.02.2003,Ketapang,
63776,62.05.02.2004,Walur,
63777,62.05.02.2005,Baliti,
63778,62.05.02.2006,Majangkan,
63779,62.05.02.2007,Kandui,
63780,62.05.02.2008,Payang Ara,
63781,62.05.02.2009,Jaman,
63782,62.05.02.2010,Pelari,
63783,62.05.02.2011,Sangkorang,
63784,62.05.02.2012,Siwau,
63785,62.05.02.2013,Tongka,
63786,62.05.02.2014,Batu Raya I,
63787,62.05.02.2015,Batu Raya II,
63788,62.05.02.2016,Tapen Raya,
63789,62.05.03,Gunung Purei,
63790,62.05.03.2001,Tanjung Harapan,
63791,62.05.03.2002,Linon Besi I,
63792,62.05.03.2003,Linon Besi II,
63793,62.05.03.2004,Muara Mea,
63794,62.05.03.2005,Lawarang,
63795,62.05.03.2006,Lampeong I,
63796,62.05.03.2007,Lampeong II,
63797,62.05.03.2008,Payang,
63798,62.05.03.2009,Berong,
63799,62.05.03.2010,Baok,
63800,62.05.03.2011,Tambaba,
63801,62.05.04,Teweh Timur,
63802,62.05.04.2001,Sampirang I,
63803,62.05.04.2002,Sampirang II,
63804,62.05.04.2003,Liju,
63805,62.05.04.2004,Benangin III,
63806,62.05.04.2005,Benangin II,
63807,62.05.04.2006,Benangin V,
63808,62.05.04.2007,Benangin I,
63809,62.05.04.2008,Muara Wakat,
63810,62.05.04.2012,Mampuak I,
63811,62.05.04.2013,Jamut,
63812,62.05.04.2014,Sei Liju,
63813,62.05.04.2015,Mampuak II,
63814,62.05.05,Teweh Tengah,
63815,62.05.05.1013,Lanjas,
63816,62.05.05.1014,Melayu,
63817,62.05.05.2010,Lemo I,
63818,62.05.05.2011,Lemo II,
63819,62.05.05.2012,Pendreh,
63820,62.05.05.2017,Rimba Sari,
63821,62.05.05.2018,Sei Rahayu I,
63822,62.05.05.2022,Sei Rahayu II,
63823,62.05.05.2024,Beringin Raya,
63824,62.05.05.2025,Datai Nirui,
63825,62.05.06,Lahei,
63826,62.05.06.1015,Lahei I,
63827,62.05.06.1016,Lahei II,
63828,62.05.06.2001,Ipu,
63829,62.05.06.2002,Mukut,
63830,62.05.06.2014,Muara Bakah,
63831,62.05.06.2017,Juju Baru,
63832,62.05.06.2018,Muara Inu,
63833,62.05.06.2019,Bengahon,
63834,62.05.06.2020,Rahaden,
63835,62.05.06.2021,Muara Pari,
63836,62.05.06.2022,Haragandang,
63837,62.05.06.2023,Karendan,
63838,62.05.06.2024,Hurung Enep,
63839,62.05.07,Teweh Baru,
63840,62.05.07.1001,Jingah,
63841,62.05.07.1002,Jambu,
63842,62.05.07.2003,Liang Naga,
63843,62.05.07.2004,Sabuh,
63844,62.05.07.2005,Hajak,
63845,62.05.07.2006,Malawaken,
63846,62.05.07.2007,Sikui,
63847,62.05.07.2008,Panaen,
63848,62.05.07.2009,Liang Buah,
63849,62.05.07.2010,Gandring,
63850,62.05.08,Teweh Selatan,
63851,62.05.08.2001,Trahean,
63852,62.05.08.2002,Trinsing,
63853,62.05.08.2003,Bintang Ninggi I,
63854,62.05.08.2004,Bintang Ninggi II,
63855,62.05.08.2005,Butong,
63856,62.05.08.2006,Buntok Baru,
63857,62.05.08.2007,Bukit Sawit,
63858,62.05.08.2008,Tawan Jaya,
63859,62.05.08.2009,Pandran Raya,
63860,62.05.08.2010,Pandran Permai,
63861,62.05.09,Lahei Barat,
63862,62.05.09.2001,Nihan Hilir,
63863,62.05.09.2002,Nihan Hulu,
63864,62.05.09.2003,Luwe Hilir,
63865,62.05.09.2004,Luwe Hulu,
63866,62.05.09.2005,Jangkang Baru,
63867,62.05.09.2006,Jangkang Lama,
63868,62.05.09.2007,Papar Pujung,
63869,62.05.09.2008,Teluk Malewai,
63870,62.05.09.2009,Benao Hilir,
63871,62.05.09.2010,Benao Hulu,
63872,62.05.09.2011,Karamuan,
63873,62.06,KAB. KATINGAN,
63874,62.06.01,Kamipang,
63875,62.06.01.2001,Galinggang,
63876,62.06.01.2002,Tampelas,
63877,62.06.01.2003,Telaga,
63878,62.06.01.2004,Parupuk,
63879,62.06.01.2005,Karuing,
63880,62.06.01.2006,Jahanjang,
63881,62.06.01.2007,Tumbang Runen,
63882,62.06.01.2008,Baun Bango,
63883,62.06.01.2009,Asem Kumbang,
63884,62.06.02,Katingan Hilir,
63885,62.06.02.1003,Kasongan Baru,
63886,62.06.02.1004,Kasongan Lama,
63887,62.06.02.2001,Tewang Kadamba,
63888,62.06.02.2002,Tumbang Liting,
63889,62.06.02.2005,Talian Kereng,
63890,62.06.02.2006,Banut Kalanaman,
63891,62.06.02.2007,Talangkah,
63892,62.06.02.2008,Hampalit,
63893,62.06.03,Tewang Sangalang Garing,
63894,62.06.03.1006,Pendahara,
63895,62.06.03.2001,Tewang Baringin,
63896,62.06.03.2002,Hapalam,
63897,62.06.03.2003,Tewang Rangas,
63898,62.06.03.2004,Bangkuang,
63899,62.06.03.2005,Tarusan Danum,
63900,62.06.03.2007,Tumbang Tarusan,
63901,62.06.03.2008,Tewang Rangkang,
63902,62.06.03.2009,Tewang Manyangen,
63903,62.06.03.2010,Karya Unggang,
63904,62.06.04,Pulau Malan,
63905,62.06.04.2001,Tewang Papari,
63906,62.06.04.2002,Tewang Darayu,
63907,62.06.04.2003,Buntut Bali,
63908,62.06.04.2004,Kuluk Bali,
63909,62.06.04.2005,Manduing Taheta,
63910,62.06.04.2006,Manduing Lama,
63911,62.06.04.2007,Tumbang Banjang,
63912,62.06.04.2008,Tumbang Lawang,
63913,62.06.04.2009,Dahian Tunggal,
63914,62.06.04.2010,Tewang Karangan,
63915,62.06.04.2011,Tumbang Tungku,
63916,62.06.04.2012,Geragu,
63917,62.06.04.2013,Tumbang Tanjung,
63918,62.06.04.2014,Tura,
63919,62.06.05,Katingan Tengah,
63920,62.06.05.1009,Samba Kahayan,
63921,62.06.05.2001,Tumbang Lahang,
63922,62.06.05.2002,Tewang Panjang,
63923,62.06.05.2003,Petak Puti,
63924,62.06.05.2004,Telok,
63925,62.06.05.2005,Samba Danum,
63926,62.06.05.2006,Samba Bakumpai,
63927,62.06.05.2007,Samba Katung,
63928,62.06.05.2008,Napu Sahur,
63929,62.06.05.2010,Batu Badinding,
63930,62.06.05.2011,Rantau Asem,
63931,62.06.05.2012,Mirah Kalanaman,
63932,62.06.05.2013,Tumbang Kalemei,
63933,62.06.05.2014,Tumbang Marak,
63934,62.06.05.2015,Tumbang Hangei,
63935,62.06.05.2016,Tumbang Pariyei,
63936,62.06.06,Sanaman Mantikei,
63937,62.06.06.2001,Dehes,
63938,62.06.06.2002,Tumbang Labehu,
63939,62.06.06.2003,Tumbang Kaman,
63940,62.06.06.2004,Tumbang Manggo,
63941,62.06.06.2005,Kamanto,
63942,62.06.06.2006,Kuluk Habuhus,
63943,62.06.06.2007,Tumbang Kanei,
63944,62.06.06.2008,Tumbang Taranei,
63945,62.06.06.2009,Tumbang Kawei,
63946,62.06.06.2010,Tumbang Mangara,
63947,62.06.06.2011,Tumbang Pangka,
63948,62.06.06.2012,Tumbang Atei,
63949,62.06.06.2020,Daya Manunggal,
63950,62.06.06.2021,Rantau Bangkiang,
63951,62.06.07,Marikit,
63952,62.06.07.2001,Tumbang Mandurei,
63953,62.06.07.2002,Tumbang Paku,
63954,62.06.07.2003,Buntut Leleng,
63955,62.06.07.2004,Kuluk Leleng,
63956,62.06.07.2005,Sabaung,
63957,62.06.07.2006,Tumbang Malawan,
63958,62.06.07.2007,Tumbang Taei,
63959,62.06.07.2008,Rangan Surai,
63960,62.06.07.2009,Tumbang Hiran,
63961,62.06.07.2010,Tumbang Pahanei,
63962,62.06.07.2011,Tumbang Dakei,
63963,62.06.07.2012,Rangan Burih,
63964,62.06.07.2013,Tumbang Bemban,
63965,62.06.07.2014,Tumbang Lambi,
63966,62.06.07.2015,Rangan Tangko,
63967,62.06.07.2016,Tumbang Tundu,
63968,62.06.07.2017,Batu Panahan,
63969,62.06.07.2018,Tumbang Tabulus,
63970,62.06.08,Katingan Hulu,
63971,62.06.08.1014,Tumbang Sanamang,
63972,62.06.08.2001,Kiham Batang,
63973,62.06.08.2002,Tumbang Kabayan,
63974,62.06.08.2003,Rangan Kawit,
63975,62.06.08.2004,Dehes Asem,
63976,62.06.08.2005,Kuluk Sapangi,
63977,62.06.08.2006,Tumbang Kuai,
63978,62.06.08.2007,Tumbang Salaman,
63979,62.06.08.2008,Rantau Puka,
63980,62.06.08.2009,Rantau Bahai,
63981,62.06.08.2010,Rangan Ranjing,
63982,62.06.08.2011,Tumbang Labaning,
63983,62.06.08.2012,Batu Bango,
63984,62.06.08.2013,Tumbang Hangei II,
63985,62.06.08.2015,Sei Nanjan,
63986,62.06.08.2016,Tumbang Jiga,
63987,62.06.08.2017,Tumbang Mangketai,
63988,62.06.08.2019,Tumbang Mahop,
63989,62.06.08.2020,Tumbang Sabetung,
63990,62.06.08.2030,Penda Tanggaring Lama,
63991,62.06.08.2031,Penda Tanggaring Baru,
63992,62.06.08.2032,Teluk Tampang,
63993,62.06.08.2033,Tumbang Manangei,
63994,62.06.09,Mendawai,
63995,62.06.09.2001,Mendawai,
63996,62.06.09.2002,Teluk Sebulu,
63997,62.06.09.2003,Kampung Melayu,
63998,62.06.09.2004,Tewang Kampung,
63999,62.06.09.2005,Perigi,
64000,62.06.09.2006,Mekar Tani,
64001,62.06.09.2007,Tumbang Bulan,
64002,62.06.10,Katingan Kuala,
64003,62.06.10.1001,Pagatan Hilir,
64004,62.06.10.1002,Pagatan Hulu,
64005,62.06.10.2003,Kampung Keramat,
64006,62.06.10.2004,Kampung Tengah,
64007,62.06.10.2005,Jaya Makmur,
64008,62.06.10.2006,Subur Indah,
64009,62.06.10.2007,Kampung Baru,
64010,62.06.10.2008,Bangun Jaya,
64011,62.06.10.2009,Setia Mulia,
64012,62.06.10.2010,Singam Raya,
64013,62.06.10.2011,Sebangau Jaya,
64014,62.06.10.2012,Sungai Kaki,
64015,62.06.10.2013,Selat Baning,
64016,62.06.10.2014,Makmur Utama,
64017,62.06.10.2015,Bumi Subur,
64018,62.06.10.2016,Bakung Raya,
64019,62.06.11,Tasik Payawan,
64020,62.06.11.2001,Talingke,
64021,62.06.11.2002,Hiyang Bana,
64022,62.06.11.2003,Petak Bahandang,
64023,62.06.11.2004,Handiwung,
64024,62.06.11.2005,Tumbang Panggo,
64025,62.06.11.2006,Tewang Tampang,
64026,62.06.11.2007,Luwuk Kanan,
64027,62.06.11.2008,Luwuk Kiri,
64028,62.06.12,Petak Malai,
64029,62.06.12.2001,Tumbang Baraoi,
64030,62.06.12.2002,Tumbang Jala,
64031,62.06.12.2003,Batu Badak,
64032,62.06.12.2004,Batu Tukan,
64033,62.06.12.2005,Tumbang Tangoi,
64034,62.06.12.2006,Nusa Kutau,
64035,62.06.12.2007,Tumbang Habangoi,
64036,62.06.13,Bukit Raya,
64037,62.06.13.2001,Tumbang Gaei,
64038,62.06.13.2002,Tumbang Kataei,
64039,62.06.13.2003,Tumbang Karuei,
64040,62.06.13.2004,Tumbang Dahuei,
64041,62.06.13.2005,Rantau Pandan,
64042,62.06.13.2006,Rangan Rondan,
64043,62.06.13.2007,Rangan Bahekang,
64044,62.06.13.2008,Tumbang Kajamei,
64045,62.06.13.2009,Tumbang Kaburai,
64046,62.06.13.2010,Tanjung Batik,
64047,62.06.13.2011,Penda Nange,
64048,62.07,KAB. SERUYAN,
64049,62.07.01,Seruyan Hilir,
64050,62.07.01.1001,Kuala Pembuang I,
64051,62.07.01.1002,Kuala Pembuang II,
64052,62.07.01.2005,Pematang Limau,
64053,62.07.01.2006,Sungai Perlu,
64054,62.07.01.2007,Tanjung Rangas,
64055,62.07.01.2008,Muara Dua,
64056,62.07.01.2009,Jahitan,
64057,62.07.01.2010,Baung,
64058,62.07.01.2015,Persil Raya,
64059,62.07.01.2016,Sungai Undang,
64060,62.07.02,Seruyan Tengah,
64061,62.07.02.1016,Rantau Pulut,
64062,62.07.02.2008,Gantung Pangayuh,
64063,62.07.02.2009,Teluk Bayur,
64064,62.07.02.2010,Suka Mandang,
64065,62.07.02.2011,Ayawan,
64066,62.07.02.2012,Mugi Panyuhu,
64067,62.07.02.2013,Bukit Buluh,
64068,62.07.02.2014,Tumbang Bai,
64069,62.07.02.2015,Durian Tunggal,
64070,62.07.02.2017,Pangke,
64071,62.07.02.2018,Panyompa,
64072,62.07.02.2022,Sukorejo,
64073,62.07.02.2023,Bumi Jaya,
64074,62.07.02.2024,Suka Jaya,
64075,62.07.02.2026,Panca Jaya,
64076,62.07.02.2029,Tangga Batu,
64077,62.07.02.2030,Ringin Agung,
64078,62.07.02.2031,Batu Agung,
64079,62.07.02.2032,Suka Makmur,
64080,62.07.02.2033,Suka Maju,
64081,62.07.03,Danau Sembuluh,
64082,62.07.03.2001,Telaga Pulang,
64083,62.07.03.2002,Cempaka Baru,
64084,62.07.03.2003,Palingkau,
64085,62.07.03.2004,Ulak Batu,
64086,62.07.03.2005,Paren,
64087,62.07.03.2006,Banua Usang,
64088,62.07.03.2013,Sembuluh I,
64089,62.07.03.2014,Sembuluh II,
64090,62.07.04,Hanau,
64091,62.07.04.2001,Tanjung Hanau,
64092,62.07.04.2002,Parang Batang,
64093,62.07.04.2003,Bahaur,
64094,62.07.04.2004,Pembuang Hulu I,
64095,62.07.04.2005,Pembuang Hulu II,
64096,62.07.04.2006,Derangga,
64097,62.07.04.2011,Paring Raya,
64098,62.07.05,Seruyan Hulu,
64099,62.07.05.2020,Tumbang Bahan,
64100,62.07.05.2021,Tumbang Kalang,
64101,62.07.05.2022,Tusuk Belawan,
64102,62.07.05.2023,Marandang,
64103,62.07.05.2024,Tumbang Suei,
64104,62.07.05.2025,Tumbang Manjul,
64105,62.07.05.2026,Mojang Baru,
64106,62.07.05.2027,Rantau Panjang,
64107,62.07.05.2028,Mongoh Juoi,
64108,62.07.05.2030,Sepundu Hantu,
64109,62.07.05.2031,Tumbang Kubang,
64110,62.07.05.2032,Tumbang Laku,
64111,62.07.05.2033,Tanjung Paku,
64112,62.07.05.2034,Buntut Sapau,
64113,62.07.05.2035,Tumbang Taberau,
64114,62.07.05.2036,Riam Batang,
64115,62.07.05.2037,Tumbang Sepan,
64116,62.07.05.2038,Tumbang Setawai,
64117,62.07.05.2039,Tumbang Kasai,
64118,62.07.05.2040,Tumbang Darap,
64119,62.07.06,Seruyan Hilir Timur,
64120,62.07.06.2001,Mekar Indah,
64121,62.07.06.2002,Halimaung Jaya,
64122,62.07.06.2003,Bangun Harja,
64123,62.07.06.2004,Kartika Bhakti,
64124,62.07.06.2005,Pematang Panjang,
64125,62.07.06.2006,Sungai Bakau,
64126,62.07.07,Seruyan Raya,
64127,62.07.07.2001,Terawan,
64128,62.07.07.2002,Selunuk,
64129,62.07.07.2003,Lanpasa,
64130,62.07.07.2005,Bangkal,
64131,62.07.07.2006,Tabiku,
64132,62.07.08,Danau Seluluk,
64133,62.07.08.2001,Asam Baru,
64134,62.07.08.2002,Tanjung Hara,
64135,62.07.08.2003,Tanjung Paring,
64136,62.07.08.2004,Tanjung Rangas II,
64137,62.07.08.2005,Panimba Raya,
64138,62.07.08.2006,Rungau Raya,
64139,62.07.09,Batu Ampar,
64140,62.07.09.2001,Sebabi,
64141,62.07.09.2002,Sandul,
64142,62.07.09.2003,Kalang,
64143,62.07.09.2004,Derawa,
64144,62.07.09.2005,Wana Tirta,
64145,62.07.09.2006,Suka Mulya,
64146,62.07.09.2007,Durian Kait,
64147,62.07.09.2008,Sahabu,
64148,62.07.09.2009,Batu Menangis,
64149,62.07.10,Suling Tambun,
64150,62.07.10.2001,Tumbang Magin,
64151,62.07.10.2002,Tumbang Setoli,
64152,62.07.10.2003,Tumbang Hentas,
64153,62.07.10.2004,Tumbang Langkai,
64154,62.07.10.2005,Tumbang Salau,
64155,62.07.10.2006,Tumbang Gugup,
64156,62.07.10.2007,Rangkang Munduk,
64157,62.07.10.2008,Tanjung Tukal,
64158,62.07.10.2009,Rantau Betung,
64159,62.08,KAB. SUKAMARA,
64160,62.08.01,Sukamara,
64161,62.08.01.1003,Mendawai,
64162,62.08.01.1004,Padang,
64163,62.08.01.2001,Natai Sedawak,
64164,62.08.01.2002,Pudu,
64165,62.08.01.2005,Kartamulia,
64166,62.08.01.2006,Sukaraja,
64167,62.08.01.2007,Pangkalan Muntai,
64168,62.08.01.2008,Petarikan,
64169,62.08.02,Jelai,
64170,62.08.02.1001,Kuala Jelai,
64171,62.08.02.2002,Pulau Nibung,
64172,62.08.02.2003,Sungai Baru,
64173,62.08.02.2004,Sungai Bundung,
64174,62.08.02.2005,Sungai Raja,
64175,62.08.03,Balai Riam,
64176,62.08.03.2001,Jihing,
64177,62.08.03.2002,Air Dua,
64178,62.08.03.2005,Lupu Peruca,
64179,62.08.03.2006,Balai Riam,
64180,62.08.03.2007,Pempaning,
64181,62.08.03.2011,Sekuningan Baru,
64182,62.08.03.2012,Bangun Jaya,
64183,62.08.03.2013,Bukit Sungkai,
64184,62.08.04,Pantai Lunci,
64185,62.08.04.2001,Sungai Damar,
64186,62.08.04.2002,Sungai Tabuk,
64187,62.08.04.2003,Sungai Cabang Barat,
64188,62.08.04.2004,Sungai Pasir,
64189,62.08.05,Permata Kecubung,
64190,62.08.05.2001,Kenawan,
64191,62.08.05.2002,Laman Baru,
64192,62.08.05.2003,Ajang,
64193,62.08.05.2004,Semantun,
64194,62.08.05.2005,Nibung Terjun,
64195,62.08.05.2006,Natai Kondang,
64196,62.08.05.2007,Sembikuan,
64197,62.09,KAB. LAMANDAU,
64198,62.09.01,Lamandau,
64199,62.09.01.1012,Tapin Bini,
64200,62.09.01.2001,Sungai Tuat,
64201,62.09.01.2002,Tanjung Beringin,
64202,62.09.01.2003,Cuhai,
64203,62.09.01.2004,Kawa,
64204,62.09.01.2005,Karang Taba,
64205,62.09.01.2006,Penopa,
64206,62.09.01.2007,Suja,
64207,62.09.01.2008,Sekoban,
64208,62.09.01.2009,Bakonsu,
64209,62.09.01.2022,Samu Jaya,
64210,62.09.02,Delang,
64211,62.09.02.1017,Kudangan,
64212,62.09.02.2004,Riam Panahan,
64213,62.09.02.2005,Sepoyu,
64214,62.09.02.2010,Nyalang,
64215,62.09.02.2011,Riam Tinggi,
64216,62.09.02.2012,Landau Kantu,
64217,62.09.02.2013,Lopus,
64218,62.09.02.2014,Kubung,
64219,62.09.02.2015,Sekombulan,
64220,62.09.02.2016,Penyombaan,
64221,62.09.02.2020,Hulu Jojabo,
64222,62.09.03,Bulik,
64223,62.09.03.1005,Nanga Bulik,
64224,62.09.03.2001,Sungai Mentawa,
64225,62.09.03.2002,Guci,
64226,62.09.03.2003,Batu Kotam,
64227,62.09.03.2004,Kujan,
64228,62.09.03.2006,Bunut,
64229,62.09.03.2007,Beruta,
64230,62.09.03.2008,Tamiang,
64231,62.09.03.2031,Bumi Agung,
64232,62.09.03.2032,Sumber Mulya,
64233,62.09.03.2036,Bukit Indah,
64234,62.09.03.2037,Arga Mulya,
64235,62.09.03.2043,Perigi Raya,
64236,62.09.03.2044,Nanga Pamalontian,
64237,62.09.04,Bulik Timur,
64238,62.09.04.2001,Nanga Palikodan,
64239,62.09.04.2002,Sungkup,
64240,62.09.04.2003,Nuangan,
64241,62.09.04.2004,Nanga Koring,
64242,62.09.04.2005,Toka,
64243,62.09.04.2006,Sepondam,
64244,62.09.04.2007,Merambang,
64245,62.09.04.2008,Pedongatan,
64246,62.09.04.2009,Batu Tunggal,
64247,62.09.04.2010,Nanga Kemujan,
64248,62.09.04.2011,Bukit Jaya,
64249,62.09.04.2012,Suka Maju,
64250,62.09.05,Menthobi Raya,
64251,62.09.05.2001,Melata,
64252,62.09.05.2002,Nanuah,
64253,62.09.05.2003,Batu Ampar,
64254,62.09.05.2004,Lubuk Hiju,
64255,62.09.05.2005,Topalan,
64256,62.09.05.2006,Bukit Makmur,
64257,62.09.05.2007,Modang Mas,
64258,62.09.05.2008,Bukit Raya,
64259,62.09.05.2009,Mukti Manunggal,
64260,62.09.05.2010,Sumber Jaya,
64261,62.09.05.2011,Bukit Harum,
64262,62.09.06,Sematu Jaya,
64263,62.09.06.2001,Bina Bhakti,
64264,62.09.06.2002,Wonorejo,
64265,62.09.06.2003,Mekar Mulya,
64266,62.09.06.2004,Jangkar Prima,
64267,62.09.06.2005,Purwareja,
64268,62.09.06.2006,Tri Tunggal,
64269,62.09.06.2007,Batu Hambawang,
64270,62.09.06.2008,Rimba Jaya,
64271,62.09.07,Belantikan Raya,
64272,62.09.07.2001,Nanga Belantikan,
64273,62.09.07.2002,Sungai Buluh,
64274,62.09.07.2003,Tangga Batu,
64275,62.09.07.2004,Belibi,
64276,62.09.07.2005,Bayat,
64277,62.09.07.2006,Karang Besi,
64278,62.09.07.2007,Benuatan,
64279,62.09.07.2008,Kahingai,
64280,62.09.07.2009,Nanga Matu,
64281,62.09.07.2010,Bintang Mangalih,
64282,62.09.07.2011,Petarikan,
64283,62.09.07.2012,Sumber Cahaya,
64284,62.09.08,Batang Kawa,
64285,62.09.08.2001,Batu Tambun,
64286,62.09.08.2002,Kinipan,
64287,62.09.08.2003,Ginih,
64288,62.09.08.2004,Benakitan,
64289,62.09.08.2005,Liku,
64290,62.09.08.2006,Mengkalang,
64291,62.09.08.2007,Karang Mas,
64292,62.09.08.2008,Kina,
64293,62.09.08.2009,Jamuat,
64294,62.10,KAB. GUNUNG MAS,
64295,62.10.01,Sepang Simin,
64296,62.10.01.1001,Sepang Simin,
64297,62.10.01.2002,Sepang Kota,
64298,62.10.01.2003,Tewai Baru,
64299,62.10.01.2004,Tanjung Karitak,
64300,62.10.01.2011,Pamatang Limau,
64301,62.10.01.2012,Tampelas,
64302,62.10.01.2014,Rabauh,
64303,62.10.02,Kurun,
64304,62.10.02.1001,Tampang Tumbang Anjir,
64305,62.10.02.1012,Kurun,
