id,kode,nama,biaya_panggilan_id
64306,62.10.02.2002,Petak Bahandang,
64307,62.10.02.2003,Tanjung Riu,
64308,62.10.02.2004,Teluk Nyatu,
64309,62.10.02.2005,Tumbang Lampahung,
64310,62.10.02.2006,Tewang Pajangan,
64311,62.10.02.2007,Tumbang Tariak,
64312,62.10.02.2008,Tumbang Miwan,
64313,62.10.02.2009,Hurung Bunut,
64314,62.10.02.2010,Tumbang Hakau,
64315,62.10.02.2011,Pilang Munduk,
64316,62.10.02.2013,Tumbang Manyangan,
64317,62.10.02.2014,Penda Pilang,
64318,62.10.02.2015,Tumbang Tambirah,
64319,62.10.03,Tewah,
64320,62.10.03.1005,Tewah,
64321,62.10.03.2001,Sare Rangan,
64322,62.10.03.2002,Tumbang Pajangei,
64323,62.10.03.2003,Kasintu,
64324,62.10.03.2004,Batu Nyiwuh,
64325,62.10.03.2006,Tumbang Habaon,
64326,62.10.03.2007,Sei Riang,
64327,62.10.03.2008,Sandung Tambun,
64328,62.10.03.2009,Tanjung Untung,
64329,62.10.03.2010,Upon Batu,
64330,62.10.03.2011,Sumur Mas,
64331,62.10.03.2012,Batu Nyapau,
64332,62.10.03.2013,Taja Urap,
64333,62.10.03.2014,Teluk Lawah,
64334,62.10.03.2015,Karason Raya,
64335,62.10.03.2016,Rangan Mihing,
64336,62.10.04,Kahayan Hulu Utara,
64337,62.10.04.1001,Tumbang Miri,
64338,62.10.04.2002,Batu Tangkui,
64339,62.10.04.2005,Penda Rangas,
64340,62.10.04.2006,Tumbang Sian,
64341,62.10.04.2008,Tumbang Pasangon,
64342,62.10.04.2012,Tumbang Korik,
64343,62.10.04.2014,Tumbang Ponyoi,
64344,62.10.04.2019,Dandang,
64345,62.10.04.2020,Tumbang Hamputung,
64346,62.10.04.2021,Tumbang Tajungan,
64347,62.10.04.2028,Tumbang Takaoi,
64348,62.10.04.2029,Teluk Kanduri,
64349,62.10.05,Rungan,
64350,62.10.05.1021,Jakatan Raya,
64351,62.10.05.2001,Tumbang Jutuh,
64352,62.10.05.2002,Tumbang Baringei,
64353,62.10.05.2009,Tumbang Malahoi,
64354,62.10.05.2014,Tumbang Bunut,
64355,62.10.05.2015,Tumbang Kajuei,
64356,62.10.05.2016,Luwuk Kantor,
64357,62.10.05.2017,Luwuk Langkuas,
64358,62.10.05.2018,Talangkah,
64359,62.10.05.2019,Parempei,
64360,62.10.05.2020,Linau,
64361,62.10.05.2022,Bereng Baru,
64362,62.10.05.2023,Bereng Malaka,
64363,62.10.05.2027,Karya Bhakti,
64364,62.10.06,Manuhing,
64365,62.10.06.1001,Tumbang Talaken,
64366,62.10.06.2002,Tumbang Sepan,
64367,62.10.06.2003,Tangki Dahuyan,
64368,62.10.06.2004,Bereng Balawan,
64369,62.10.06.2005,Bereng Jun,
64370,62.10.06.2006,Takaras,
64371,62.10.06.2012,Belawan Mulya,
64372,62.10.06.2013,Taringen,
64373,62.10.06.2014,Bangun Sari,
64374,62.10.06.2015,Fajar Harapan,
64375,62.10.06.2017,Guhung,
64376,62.10.06.2018,Tumbang Jalemu,
64377,62.10.07,Mihing Raya,
64378,62.10.07.1005,Kampuri,
64379,62.10.07.2001,Tuyun,
64380,62.10.07.2002,Tumbang Empas,
64381,62.10.07.2003,Rangan Tate,
64382,62.10.07.2004,Dahian Tambuk,
64383,62.10.07.2006,Tumbang Danau,
64384,62.10.08,Damang Batu,
64385,62.10.08.1008,Tumbang Marikoi,
64386,62.10.08.2001,Lawang Kanji,
64387,62.10.08.2002,Tumbang Mahuroi,
64388,62.10.08.2003,Karetau Rambangun,
64389,62.10.08.2004,Karetau Sarian,
64390,62.10.08.2005,Tumbang Posu,
64391,62.10.08.2006,Tumbang Maraya,
64392,62.10.08.2007,Tumbang Anoi,
64393,62.10.09,Miri Manasa,
64394,62.10.09.1003,Tumbang Napoi,
64395,62.10.09.2001,Tumbang Siruk,
64396,62.10.09.2002,Mangkuhung,
64397,62.10.09.2004,Tumbang Masukih,
64398,62.10.09.2005,Rangan Hiran,
64399,62.10.09.2006,Harowo,
64400,62.10.09.2007,Tumbang Manyoi,
64401,62.10.09.2008,Tumbang Lapan,
64402,62.10.09.2009,Buntoi,
64403,62.10.09.2010,Tumbang Koroi,
64404,62.10.09.2011,Tumbang Hatung,
64405,62.10.10,Rungan Hulu,
64406,62.10.10.1004,Tumbang Rahuyan,
64407,62.10.10.2001,Jangkit,
64408,62.10.10.2002,Tumbang Lapan,
64409,62.10.10.2003,Batu Puter,
64410,62.10.10.2005,Sei Antai,
64411,62.10.10.2006,Hantapang,
64412,62.10.10.2007,Sangal,
64413,62.10.10.2008,Tumbang Tuwe,
64414,62.10.10.2012,Tumbang Mujai,
64415,62.10.11,Manuhing Raya,
64416,62.10.11.1005,Tehang,
64417,62.10.11.2002,Tumbang Samui,
64418,62.10.11.2003,Tumbang Oroi,
64419,62.10.11.2004,Luwuk Tukau,
64420,62.10.11.2006,Putat Durei,
64421,62.10.11.2007,Tumbang Mantuhe,
64422,62.10.12,Rungan Barat,
64423,62.10.12.1006,Rabambang,
64424,62.10.12.2001,Hujung Pata,
64425,62.10.12.2002,Tumbang Jalemu Kajuei,
64426,62.10.12.2003,Jalemu Raya,
64427,62.10.12.2004,Jalemu Masulan,
64428,62.10.12.2005,Mangkawuk,
64429,62.10.12.2007,Tajah Antang Raya,
64430,62.10.12.2008,Tumbang Kuayan,
64431,62.10.12.2009,Tumbang Langgah,
64432,62.10.12.2010,Tusang Raya,
64433,62.10.12.2011,Tumbang Bahanei,
64434,62.11,KAB. PULANG PISAU,
64435,62.11.01,Pandih Batu,
64436,62.11.01.2001,Dandang,
64437,62.11.01.2002,Talio,
64438,62.11.01.2003,Pangkoh Hilir,
64439,62.11.01.2004,Pangkoh Hulu,
64440,62.11.01.2005,Kantan Muara,
64441,62.11.01.2006,Talio Muara,
64442,62.11.01.2007,Talio Hulu,
64443,62.11.01.2008,Pangkoh Sari,
64444,62.11.01.2009,Sanggang,
64445,62.11.01.2010,Pantik,
64446,62.11.01.2011,Belanti Siam,
64447,62.11.01.2012,Gadabung,
64448,62.11.01.2013,Mulyasari,
64449,62.11.01.2014,Kantan Dalam,
64450,62.11.01.2015,Kantan Atas,
64451,62.11.01.2016,Karya Bersama,
64452,62.11.02,Kahayan Kuala,
64453,62.11.02.1018,Bahaur Basantan,
64454,62.11.02.2001,Cemantan,
64455,62.11.02.2002,Papuyu II Sei. Barunai,
64456,62.11.02.2003,Kiapak,
64457,62.11.02.2005,Papuyu I Sei. Pasanan,
64458,62.11.02.2006,Sei. Rungun,
64459,62.11.02.2007,Bahaur Hilir,
64460,62.11.02.2008,Bahaur Tengah,
64461,62.11.02.2009,Bahaur Hulu,
64462,62.11.02.2014,Papuyu III Sei. Pudak,
64463,62.11.02.2015,Tanjung Perawan,
64464,62.11.02.2016,Bahaur Hulu Permai,
64465,62.11.02.2017,Bahaur Batu Raya,
64466,62.11.03,Kahayan Tengah,
64467,62.11.03.2001,Tanjung Sangalang,
64468,62.11.03.2002,Penda Barania,
64469,62.11.03.2003,Bukit Rawi,
64470,62.11.03.2004,Tuwung,
64471,62.11.03.2005,Sigi,
64472,62.11.03.2006,Petuk Liti,
64473,62.11.03.2007,Bukit Liti,
64474,62.11.03.2008,Bahu Palawa,
64475,62.11.03.2009,Pamarunan,
64476,62.11.03.2010,Balukon,
64477,62.11.03.2011,Bukit Bamba,
64478,62.11.03.2012,Tahawa,
64479,62.11.03.2013,Parahangan,
64480,62.11.03.2014,Bereng Rambang,
64481,62.11.04,Banama Tingang,
64482,62.11.04.2001,Manen Paduran,
64483,62.11.04.2002,Manen Kaleka,
64484,62.11.04.2003,Lawang Uru,
64485,62.11.04.2004,Hurung,
64486,62.11.04.2005,Hanua,
64487,62.11.04.2006,Ramang,
64488,62.11.04.2007,Tambak,
64489,62.11.04.2008,Pahawan,
64490,62.11.04.2009,Goha,
64491,62.11.04.2010,Bawan,
64492,62.11.04.2011,Tumbang Tarusan,
64493,62.11.04.2012,Pandawei,
64494,62.11.04.2013,Pangi,
64495,62.11.04.2014,Tangkahen,
64496,62.11.04.2015,Kasali Baru,
64497,62.11.05,Kahayan Hilir,
64498,62.11.05.1005,Kahayan Hilir,
64499,62.11.05.1015,Kalawa,
64500,62.11.05.1016,Bereng,
64501,62.11.05.2001,Buntoi,
64502,62.11.05.2002,Mintin,
64503,62.11.05.2003,Mantaren I,
64504,62.11.05.2004,Anjir Pulang Pisau,
64505,62.11.05.2006,Gohong,
64506,62.11.05.2014,Mantaren II,
64507,62.11.05.2017,Hanjak Maju,
64508,62.11.06,Maliku,
64509,62.11.06.2001,Tahai Jaya,
64510,62.11.06.2002,Purwodadi,
64511,62.11.06.2003,Wono Agung,
64512,62.11.06.2004,Kanamit Barat,
64513,62.11.06.2005,Sei Baru Tewu,
64514,62.11.06.2006,Kanamit,
64515,62.11.06.2007,Garantung,
64516,62.11.06.2008,Gandang,
64517,62.11.06.2009,Badirih,
64518,62.11.06.2010,Tahai Baru,
64519,62.11.06.2011,Maliku Baru,
64520,62.11.06.2012,Sidodadi,
64521,62.11.06.2013,Kanamit Jaya,
64522,62.11.06.2014,Gandang Barat,
64523,62.11.06.2015,Maliku Mulia,
64524,62.11.07,Jabiren,
64525,62.11.07.2001,Garung,
64526,62.11.07.2002,Henda,
64527,62.11.07.2003,Simpur,
64528,62.11.07.2004,Sakakajang,
64529,62.11.07.2005,Jabiren,
64530,62.11.07.2006,Pilang,
64531,62.11.07.2007,Tumbang Nusa,
64532,62.11.07.2008,Tanjung Taruna,
64533,62.11.08,Sebangau Kuala,
64534,62.11.08.2001,Paduran Sebangau,
64535,62.11.08.2002,Paduran Mulya,
64536,62.11.08.2003,Sebangau Mulya,
64537,62.11.08.2004,Sebangau Permai,
64538,62.11.08.2005,Mekar Jaya,
64539,62.11.08.2006,Sebangau Jaya,
64540,62.11.08.2007,Sei Hambawang,
64541,62.11.08.2008,Sei Bakau,
64542,62.12,KAB. MURUNG RAYA,
64543,62.12.01,Murung,
64544,62.12.01.1012,Puruk Cahu,
64545,62.12.01.1013,Beriwit,
64546,62.12.01.2001,Dirung,
64547,62.12.01.2002,Malasan,
64548,62.12.01.2003,Batu Putih,
64549,62.12.01.2004,Mangkahui,
64550,62.12.01.2005,Panu.ut,
64551,62.12.01.2006,Muara Untu,
64552,62.12.01.2007,Muara Ja.an,
64553,62.12.01.2008,Bahitom,
64554,62.12.01.2009,Danau Usung,
64555,62.12.01.2010,Juking Pajang,
64556,62.12.01.2011,Muara Sumpoi,
64557,62.12.01.2014,Muara Bumban,
64558,62.12.01.2015,Penyang,
64559,62.12.02,Tanah Siang,
64560,62.12.02.1014,Saripoi,
64561,62.12.02.2007,Sungai Lunuk,
64562,62.12.02.2008,Konut,
64563,62.12.02.2009,Belawan,
64564,62.12.02.2010,Mangkolisoi,
64565,62.12.02.2011,Kalang Kaluh,
64566,62.12.02.2012,Mantiat Pari,
64567,62.12.02.2013,Olung Ulu,
64568,62.12.02.2015,Puruk Batu,
64569,62.12.02.2016,Olung Siron,
64570,62.12.02.2017,Tino Talih,
64571,62.12.02.2018,Olung Nango,
64572,62.12.02.2019,Mahanyan,
64573,62.12.02.2020,Dirung Bakung,
64574,62.12.02.2021,Tabulang,
64575,62.12.02.2022,Cangkang,
64576,62.12.02.2023,Olung Dojou,
64577,62.12.02.2024,Doan Arung,
64578,62.12.02.2025,Muwun,
64579,62.12.02.2026,Nono Kliwon,
64580,62.12.02.2027,Kolam,
64581,62.12.02.2028,Saruhung,
64582,62.12.02.2029,Olung Soloi,
64583,62.12.02.2030,Tokung,
64584,62.12.02.2031,Olung Balo,
64585,62.12.02.2032,Karali,
64586,62.12.02.2033,Osom Tompok,
64587,62.12.03,Laung Tuhup,
64588,62.12.03.1003,Muara Laung I,
64589,62.12.03.1006,Muara Tuhup,
64590,62.12.03.1031,Batu Bua I,
64591,62.12.03.2001,Batu Tuhup,
64592,62.12.03.2002,Tumbang Bahan,
64593,62.12.03.2004,Muara Laung II,
64594,62.12.03.2005,Beras Balange,
64595,62.12.03.2010,Pelaci,
64596,62.12.03.2011,Biha,
64597,62.12.03.2012,Dirung Pundu,
64598,62.12.03.2013,Dirung Pinang,
64599,62.12.03.2014,Muara Tupuh,
64600,62.12.03.2015,Narui,
64601,62.12.03.2016,Tumbang Bana,
64602,62.12.03.2017,Lakutan,
64603,62.12.03.2018,Tawai Haui,
64604,62.12.03.2026,Penda Siron,
64605,62.12.03.2027,Muara Maruwei I,
64606,62.12.03.2028,Muara Maruwei II,
64607,62.12.03.2029,Beralang,
64608,62.12.03.2030,Kalang Dohong,
64609,62.12.03.2032,Batu Bua II,
64610,62.12.03.2033,Tahujan Laung,
64611,62.12.03.2034,Tumbang Bondang,
64612,62.12.03.2035,Tumbang Tonduk,
64613,62.12.03.2037,Batu Karang,
64614,62.12.04,Permata Intan,
64615,62.12.04.1004,Muara Bakanon,
64616,62.12.04.1006,Tumbang Lahung,
64617,62.12.04.2001,Sungai Gula,
64618,62.12.04.2002,Sungai Batang,
64619,62.12.04.2003,Tumbang Salio,
64620,62.12.04.2005,Purnama,
64621,62.12.04.2007,Sungai Lobang,
64622,62.12.04.2008,Pantai Laga,
64623,62.12.04.2009,Baratu,
64624,62.12.04.2010,Juking Sopan,
64625,62.12.04.2011,Muara Babuat,
64626,62.12.04.2018,Sungai Bakanon,
64627,62.12.05,Sumber Barito,
64628,62.12.05.1004,Tumbang Kunyi,
64629,62.12.05.2001,Kalapeh Baru,
64630,62.12.05.2002,Tumbang Masao,
64631,62.12.05.2003,Batu Makap,
64632,62.12.05.2005,Olong Liko,
64633,62.12.05.2006,Teluk Jolo,
64634,62.12.05.2007,Laas Baru,
64635,62.12.05.2018,Tumbang Molut,
64636,62.12.05.2020,Tumbang Tuan,
64637,62.12.06,Barito Tuhup Raya,
64638,62.12.06.2001,Bumban Tuhup,
64639,62.12.06.2002,Makunjung,
64640,62.12.06.2003,Dirung Sararong,
64641,62.12.06.2004,Kohong,
64642,62.12.06.2005,Hingan Tokung,
64643,62.12.06.2006,Liang Nyaling,
64644,62.12.06.2007,Tumbang Bauh,
64645,62.12.06.2008,Tumbang Masalo,
64646,62.12.06.2009,Batu Tojah,
64647,62.12.06.2010,Tumbang Baloi,
64648,62.12.06.2011,Cinta Budiman,
64649,62.12.07,Tanah Siang Selatan,
64650,62.12.07.2001,Oreng,
64651,62.12.07.2002,Olung Muro,
64652,62.12.07.2003,Olung Hanangan,
64653,62.12.07.2004,Dirung Lingkin,
64654,62.12.07.2005,Datah Kotou,
64655,62.12.07.2006,Tahujan Ontu,
64656,62.12.07.2007,Puruk Kambang,
64657,62.12.08,Sungai Babuat,
64658,62.12.08.2001,Batu Mirau,
64659,62.12.08.2002,Tambelum,
64660,62.12.08.2003,Tumbang Bantian,
64661,62.12.08.2004,Tumbang Saan,
64662,62.12.08.2005,Tumbang Kolon,
64663,62.12.08.2006,Tumbang Apat,
64664,62.12.09,Seribu Riam,
64665,62.12.09.2001,Tumbang Tohan,
64666,62.12.09.2002,Tumbang Naan,
64667,62.12.09.2003,Muara Joloi I,
64668,62.12.09.2004,Muara Joloi II,
64669,62.12.09.2005,Parahau,
64670,62.12.09.2006,Tumbang Jojang,
64671,62.12.09.2007,Takajung,
64672,62.12.10,Uut Murung,
64673,62.12.10.2001,Tumbang Tujang,
64674,62.12.10.2002,Tumbang Olong I,
64675,62.12.10.2003,Kalasin,
64676,62.12.10.2004,Tumbang Topus,
64677,62.12.10.2005,Tumbang Olong II,
64678,62.13,KAB. BARITO TIMUR,
64679,62.13.01,Dusun Timur,
64680,62.13.01.1012,Tamiang Layang,
64681,62.13.01.2003,Pulau Patai,
64682,62.13.01.2004,Sarapat,
64683,62.13.01.2005,Magantis,
64684,62.13.01.2006,Jaar,
64685,62.13.01.2007,Matabu,
64686,62.13.01.2008,Dorong,
64687,62.13.01.2009,Didi,
64688,62.13.01.2010,Karang Langit,
64689,62.13.01.2011,Haringen,
64690,62.13.01.2018,Jaweten,
64691,62.13.01.2019,Matarah,
64692,62.13.01.2020,Maragut,
64693,62.13.01.2021,Mangkarap,
64694,62.13.01.2022,Gumpa,
64695,62.13.01.2023,Sumur,
64696,62.13.01.2024,Harara,
64697,62.13.02,Banua Lima,
64698,62.13.02.1001,Pasar Panas/Taniran,
64699,62.13.02.2002,Kandris,
64700,62.13.02.2003,Banyu Landas,
64701,62.13.02.2004,Bagok,
64702,62.13.02.2005,Bamban,
64703,62.13.02.2006,Tewah Pupuh,
64704,62.13.02.2007,Gudang Seng,
64705,62.13.03,Patangkep Tutui,
64706,62.13.03.2001,Pulau Padang,
64707,62.13.03.2002,Kambitin,
64708,62.13.03.2003,Ramania,
64709,62.13.03.2004,Bentot,
64710,62.13.03.2005,Ampari Bura,
64711,62.13.03.2006,Kotam,
64712,62.13.03.2008,Betang Nalong,
64713,62.13.03.2009,Mawani,
64714,62.13.03.2010,Jango,
64715,62.13.03.2011,Lalap,
64716,62.13.04,Awang,
64717,62.13.04.2001,Janah Jari,
64718,62.13.04.2002,Bangkirayen,
64719,62.13.04.2003,Hayaping,
64720,62.13.04.2004,Tangkan,
64721,62.13.04.2005,Wungkur Nanakan,
64722,62.13.04.2006,Ampari,
64723,62.13.04.2007,Apar Batu,
64724,62.13.04.2008,Biwan,
64725,62.13.04.2009,Janah Mansiwui,
64726,62.13.04.2010,Danau,
64727,62.13.04.2011,Pianggu,
64728,62.13.05,Dusun Tengah,
64729,62.13.05.1011,Ampah Kota,
64730,62.13.05.2008,Saing,
64731,62.13.05.2009,Rodok,
64732,62.13.05.2010,Ampah II,
64733,62.13.05.2012,Putai,
64734,62.13.05.2018,Netampin,
64735,62.13.05.2024,Sumber Garunggung,
64736,62.13.05.2025,Muara Awang,
64737,62.13.06,Pematang Karau,
64738,62.13.06.2001,Muara Palantau,
64739,62.13.06.2002,Ketab,
64740,62.13.06.2003,Kupang Bersih,
64741,62.13.06.2004,Tuyau,
64742,62.13.06.2005,Pinang Tunggal,
64743,62.13.06.2006,Nagaleah,
64744,62.13.06.2007,Lampeong,
64745,62.13.06.2008,Bararawa,
64746,62.13.06.2009,Bambulung,
64747,62.13.06.2010,Lebo,
64748,62.13.06.2011,Muru Duyung,
64749,62.13.06.2012,Tumpung Ulung,
64750,62.13.06.2013,Sumber Rejo,
64751,62.13.07,Paju Epat,
64752,62.13.07.2001,Juru Banu,
64753,62.13.07.2002,Telang Baru,
64754,62.13.07.2003,Tampu Langit,
64755,62.13.07.2004,Telang,
64756,62.13.07.2005,Maipe,
64757,62.13.07.2006,Murutuwu,
64758,62.13.07.2007,Balawa,
64759,62.13.07.2008,Kali Napu,
64760,62.13.07.2009,Siong,
64761,62.13.08,Raren Batuah,
64762,62.13.08.2001,Puri,
64763,62.13.08.2002,Lenggang,
64764,62.13.08.2003,Batuah,
64765,62.13.08.2004,Unsum,
64766,62.13.08.2005,Baruyan,
64767,62.13.08.2006,Turan Amis,
64768,62.13.08.2007,Malintut,
64769,62.13.08.2008,Tangkum,
64770,62.13.08.2009,Sibung,
64771,62.13.09,Paku,
64772,62.13.09.2001,Tampa,
64773,62.13.09.2002,Kalamus,
64774,62.13.09.2003,Simpang Bingkuang,
64775,62.13.09.2004,Patung,
64776,62.13.09.2005,Runggu Raya,
64777,62.13.09.2006,Bantai Napu,
64778,62.13.09.2007,Tarinsing,
64779,62.13.09.2008,Paku Beto,
64780,62.13.09.2009,Gandrung,
64781,62.13.09.2010,Pangkan,
64782,62.13.09.2011,Kupang Baru,
64783,62.13.09.2012,Luau Jawuk,
64784,62.13.10,Karusen Janang,
64785,62.13.10.2001,Dayu,
64786,62.13.10.2002,Wuran,
64787,62.13.10.2003,Ipu Mea,
64788,62.13.10.2004,Lagan,
64789,62.13.10.2005,Putut Tawuluh,
64790,62.13.10.2006,Simpang Naneng,
64791,62.13.10.2007,Kandris,
64792,62.71,KOTA PALANGKARAYA,
64793,62.71.01,Pahandut,
64794,62.71.01.1001,Pahandut,
64795,62.71.01.1002,Panarung,
64796,62.71.01.1003,Langkai,
64797,62.71.01.1004,Tumbang Rungan,
64798,62.71.01.1005,Pahandut Seberang,
64799,62.71.01.1006,Tanjung Pinang,
64800,62.71.02,Bukit Batu,
64801,62.71.02.1001,Marang,
64802,62.71.02.1002,Tumbang Tahai,
64803,62.71.02.1003,Banturung,
64804,62.71.02.1004,Tangkiling,
64805,62.71.02.1005,Sei Gohong,
64806,62.71.02.1006,Kanarakan,
64807,62.71.02.1007,Habaring Hurung,
64808,62.71.03,Jekan Raya,
64809,62.71.03.1001,Palangka,
64810,62.71.03.1002,Menteng,
64811,62.71.03.1003,Bukit Tunggal,
64812,62.71.03.1004,Petuk Katimpun,
64813,62.71.04,Sabangau,
64814,62.71.04.1001,Bereng Bengkel,
64815,62.71.04.1002,Kalampangan,
64816,62.71.04.1003,Kereng Bangkirai,
64817,62.71.04.1004,Kameloh Baru,
64818,62.71.04.1005,Danau Tundai,
64819,62.71.04.1006,Sabaru,
64820,62.71.05,Rakumpit,
64821,62.71.05.1001,Petuk Bukit,
64822,62.71.05.1002,Panjehang,
64823,62.71.05.1003,Petuk Barunai,
64824,62.71.05.1004,Mungku Baru,
64825,62.71.05.1005,Pager,
64826,62.71.05.1006,Gaung Baru,
64827,62.71.05.1007,Bukit Sua,
64828,63,KALIMANTAN SELATAN,
64829,63.01,KAB. TANAH LAUT,
64830,63.01.01,Takisung,
64831,63.01.01.2001,Banua lawas,
64832,63.01.01.2002,Tabanio,
64833,63.01.01.2003,Kuala Tambangan,
64834,63.01.01.2004,Takisung,
64835,63.01.01.2005,Gunung Makmur,
64836,63.01.01.2006,Banua Tengah,
64837,63.01.01.2007,Ranggang,
64838,63.01.01.2008,Pagatan Besar,
64839,63.01.01.2009,Batilai,
64840,63.01.01.2010,Ranggang Dalam,
64841,63.01.01.2011,Telaga langsat,
64842,63.01.01.2012,Sumber Makmur,
64843,63.01.02,Jorong,
64844,63.01.02.2001,Sabuhur,
64845,63.01.02.2002,Jorong,
64846,63.01.02.2003,Asam-Asam,
64847,63.01.02.2004,Batalang,
64848,63.01.02.2005,Swarangan,
64849,63.01.02.2006,Muara Asam-Asam,
64850,63.01.02.2007,Alur,
64851,63.01.02.2008,Asri Mulya,
64852,63.01.02.2009,Karang Rejo,
64853,63.01.02.2010,Asam Jaya,
64854,63.01.02.2011,Simpang Empat Sungai Baru,
64855,63.01.03,Pelaihari,
64856,63.01.03.1001,Sarang Halang,
64857,63.01.03.1002,Karang Taruna,
64858,63.01.03.1003,Pelaihari,
64859,63.01.03.1004,Angsau,
64860,63.01.03.1005,Pabahanan,
64861,63.01.03.2006,Bumi Jaya,
64862,63.01.03.2008,Sungai Riam,
64863,63.01.03.2009,Tampang,
64864,63.01.03.2010,Telaga,
64865,63.01.03.2011,Panjaratan,
64866,63.01.03.2012,Atu-atu,
64867,63.01.03.2015,Panggung,
64868,63.01.03.2016,Tungkaran,
64869,63.01.03.2017,Ujung Batu,
64870,63.01.03.2020,Panggung Baru,
64871,63.01.03.2024,Ambungan,
64872,63.01.03.2025,Guntung Besar,
64873,63.01.03.2026,Kampung Baru,
64874,63.01.03.2027,Sumber Mulia,
64875,63.01.03.2029,Pemuda,
64876,63.01.04,Kurau,
64877,63.01.04.2001,Sungai Bakau,
64878,63.01.04.2002,Maluka Baulin,
64879,63.01.04.2003,Bawah Layung,
64880,63.01.04.2004,Tambak Sarinah,
64881,63.01.04.2005,Kali Besar,
64882,63.01.04.2006,Handil Negara,
64883,63.01.04.2007,Padang Luas,
64884,63.01.04.2008,Kurau,
64885,63.01.04.2017,Tambak Karya,
64886,63.01.04.2018,Raden,
64887,63.01.04.2019,Sarikandi,
64888,63.01.05,Bati Bati,
64889,63.01.05.2001,Benua Raya,
64890,63.01.05.2002,Bati-Bati,
64891,63.01.05.2003,Ujung,
64892,63.01.05.2004,Liang Anggang,
64893,63.01.05.2005,Bentok Kampung,
64894,63.01.05.2006,Bentok Darat,
64895,63.01.05.2007,Banyu Irang,
64896,63.01.05.2008,Nusa Indah,
64897,63.01.05.2009,Pandahan,
64898,63.01.05.2010,Padang,
64899,63.01.05.2011,Ujung Baru,
64900,63.01.05.2012,Sambangan,
64901,63.01.05.2013,Kait-kait,
64902,63.01.05.2014,Kait-kait Baru,
64903,63.01.06,Panyipatan,
64904,63.01.06.2001,Batu Tungku,
64905,63.01.06.2002,Panyipatan,
64906,63.01.06.2003,Kandangan Baru,
64907,63.01.06.2004,Kandangan Lama,
64908,63.01.06.2005,Batakan,
64909,63.01.06.2006,Kuringkit,
64910,63.01.06.2007,Tanjung Dewa,
64911,63.01.06.2008,Suka Ramah,
64912,63.01.06.2009,Batu Mulya,
64913,63.01.06.2010,Bumi Asih,
64914,63.01.07,Kintap,
64915,63.01.07.2001,Pandan Sari,
64916,63.01.07.2002,Kintap,
64917,63.01.07.2003,Kintapura,
64918,63.01.07.2004,Sungai Cuka,
64919,63.01.07.2005,Riam Adungan,
64920,63.01.07.2006,Muara Kintap,
64921,63.01.07.2007,Salaman,
64922,63.01.07.2008,Kintap Kecil,
64923,63.01.07.2009,Pasir Putih,
64924,63.01.07.2010,Sumber Jaya,
64925,63.01.07.2011,Bukit Mulia,
64926,63.01.07.2012,Kebun Raya,
64927,63.01.07.2013,Mekar Raya,
64928,63.01.07.2014,Sebamban Baru,
64929,63.01.08,Tambang Ulang,
64930,63.01.08.2001,Tambang Ulang,
64931,63.01.08.2002,Sungai Pinang,
64932,63.01.08.2003,Martadah,
64933,63.01.08.2004,Sungai Jelai,
64934,63.01.08.2005,Bingkulu,
64935,63.01.08.2006,Gunung Raja,
64936,63.01.08.2007,Pulau Sari,
64937,63.01.08.2008,Kayu Abang,
64938,63.01.08.2009,Martadah Baru,
64939,63.01.09,Batu Ampar,
64940,63.01.09.2001,Batu Ampar,
64941,63.01.09.2002,Gunung Mas,
64942,63.01.09.2003,Tajau Mulya,
64943,63.01.09.2004,Jilatan,
64944,63.01.09.2005,Durian Bungkuk,
64945,63.01.09.2006,Ambawang,
64946,63.01.09.2007,Damit,
64947,63.01.09.2008,Gunung Melati,
64948,63.01.09.2009,Bluru,
64949,63.01.09.2010,Pantai Linuh,
64950,63.01.09.2011,Damit Hulu,
64951,63.01.09.2012,Jilatan Alur,
64952,63.01.09.2013,Damar Lima,
64953,63.01.09.2014,Tajau Pecah,
64954,63.01.10,Bajuin,
64955,63.01.10.2001,Bajuin,
64956,63.01.10.2002,Sungai Bakar,
64957,63.01.10.2003,Ketapang,
64958,63.01.10.2004,Tirta Jaya,
64959,63.01.10.2005,Galam,
64960,63.01.10.2006,Pemalongan,
64961,63.01.10.2007,Kunyit,
64962,63.01.10.2008,Tebing Siring,
64963,63.01.10.2009,Tanjung,
64964,63.01.11,Bumi Makmur,
64965,63.01.11.2001,Handil Babirik,
64966,63.01.11.2002,Kurau Utara,
64967,63.01.11.2003,Bumi Harapan,
64968,63.01.11.2004,Sungai Rasau,
64969,63.01.11.2005,Pantai Harapan,
64970,63.01.11.2006,Handil Suruk,
64971,63.01.11.2007,Handil Gayam,
64972,63.01.11.2008,Handil Birayang Atas,
64973,63.01.11.2009,Handil Birayang Bawah,
64974,63.01.11.2010,Handil Maluka,
64975,63.01.11.2011,Handil Labuan Amas,
64976,63.02,KAB. KOTABARU,
64977,63.02.01,Pulau Sembilan,
64978,63.02.01.2001,Labuan Barat,
64979,63.02.01.2002,Teluk Sungai,
64980,63.02.01.2003,Maradapan,
64981,63.02.01.2004,Tengah,
64982,63.02.01.2005,Tanjung Nyiur,
64983,63.02.02,Pulau Laut Barat,
64984,63.02.02.2005,Lontar Selatan,
64985,63.02.02.2006,Lontar Timur,
64986,63.02.02.2007,Sebanti,
